SystemCodeNumber,Timestamp,price,diff,time,Occupancy,Capacity,Hour,Minute,TimeSlot,occupancyRate,EMA_occupancy
Others-CCCPS202,2016-11-24 15:57:00,12.47,1,1751787993992,1175,2937,15,57,0.9382352941176471,0.4000680966973102,0.3702831066990126
BHMNCPNST01,2016-10-12 15:57:00,12.74,1,1751787993992,297,485,15,57,0.9382352941176471,0.6123711340206186,0.6208424361710696
Shopping,2016-11-13 11:00:00,12.63,1,1751787993992,406,1920,11,0,0.6470588235294118,0.21145833333333333,0.4447480611503124
Others-CCCPS202,2016-11-02 14:30:00,12.57,1,1751787993992,1284,2937,14,30,0.8529411764705882,0.4371807967313585,0.40373195171518556
Others-CCCPS135a,2016-10-10 14:57:00,12.76,1,1751787993992,2829,3883,14,57,0.8794117647058823,0.7285603914499099,0.6444771781644347
BHMMBMMBX01,2016-11-22 13:31:00,12.87,1,1751787993992,591,687,13,31,0.7950980392156863,0.8602620087336245,0.8371677981713974
Others-CCCPS202,2016-10-22 11:59:00,12.4,1,1751787993992,675,2937,11,59,0.7049019607843137,0.22982635342185903,0.3167791525685223
Others-CCCPS202,2016-10-11 12:03:00,12.54,1,1751787993992,1403,2937,12,3,0.7088235294117647,0.4776983316309159,0.3972387420997191
BHMEURBRD01,2016-12-15 11:03:00,12.71,1,1751787993992,410,470,11,3,0.65,0.8723404255319149,0.7624870137965426
Others-CCCPS135a,2016-11-30 13:28:00,12.83,1,1751787993992,3495,3883,13,28,0.792156862745098,0.9000772598506309,0.7722772190075329
Shopping,2016-11-08 14:26:00,12.69,1,1751787993992,1424,1920,14,26,0.8490196078431372,0.7416666666666667,0.5932073639084896
Others-CCCPS8,2016-10-15 08:01:00,12.46,1,1751787993992,351,1322,8,1,0.47156862745098044,0.26550680786686837,0.38490324265657505
Others-CCCPS119a,2016-10-28 15:29:00,12.2,1,1751787993992,1086,2803,15,29,0.9107843137254902,0.3874420264002854,0.27107639972797004
Others-CCCPS98,2016-12-11 12:32:00,12.47,1,1751787993992,966,3103,12,32,0.7372549019607844,0.31131163390267486,0.36307984185226494
Broad Street,2016-10-22 07:59:00,12.31,1,1751787993992,62,690,7,59,0.4696078431372549,0.08985507246376812,0.3426240941968517
Others-CCCPS135a,2016-10-24 11:29:00,12.82,1,1751787993992,2544,3883,11,29,0.6754901960784313,0.6551635333505021,0.7137203761790175
BHMNCPNST01,2016-11-11 13:00:00,12.79,1,1751787993992,312,485,13,0,0.7647058823529411,0.643298969072165,0.6320707026216172
BHMNCPNST01,2016-10-28 10:29:00,12.8,1,1751787993992,329,485,10,29,0.6166666666666666,0.6783505154639176,0.6552106090427674
Others-CCCPS105a,2016-11-19 16:04:00,12.63,1,1751787993992,1560,2009,16,4,0.9450980392156862,0.7765057242409159,0.6043721071341075
BHMEURBRD01,2016-10-16 10:34:00,12.62,1,1751787993992,135,470,10,34,0.6215686274509804,0.2872340425531915,0.5248605281748671
Others-CCCPS98,2016-10-06 09:30:00,12.37,1,1751787993992,999,3103,9,30,0.5588235294117647,0.3219465033838221,0.3425131726180435
Others-CCCPS202,2016-11-17 11:04:00,12.53,1,1751787993992,1342,2937,11,4,0.6509803921568628,0.45692883895131087,0.427083790525515
BHMNCPHST01,2016-12-17 10:33:00,12.44,1,1751787993992,363,1200,10,33,0.6205882352941177,0.3025,0.2515936279296875
BHMMBMMBX01,2016-11-13 10:33:00,12.75,1,1751787993992,221,687,10,33,0.6205882352941177,0.32168850072780203,0.5794281494495997
Others-CCCPS119a,2016-10-12 11:04:00,12.11,1,1751787993992,554,2803,11,4,0.6509803921568628,0.19764537995005352,0.23436088983901177
Others-CCCPS202,2016-11-21 13:31:00,12.5,1,1751787993992,1240,2937,13,31,0.7950980392156863,0.42219952332311883,0.4246416569243169
Others-CCCPS105a,2016-11-13 13:33:00,12.72,1,1751787993992,1036,2009,13,33,0.7970588235294118,0.5156794425087108,0.5600257748214091
BHMBCCTHL01,2016-10-09 14:03:00,12.82,1,1751787993992,342,387,14,3,0.8264705882352942,0.8837209302325582,0.9046148255813953
BHMMBMMBX01,2016-12-18 15:30:00,12.8,1,1751787993992,548,687,15,30,0.9117647058823529,0.7976710334788938,0.6885495914642468
Shopping,2016-10-25 08:00:00,12.5,1,1751787993992,547,1920,8,0,0.47058823529411764,0.28489583333333335,0.4390515986209115
Others-CCCPS98,2016-11-21 15:57:00,12.35,1,1751787993992,915,3103,15,57,0.9382352941176471,0.29487592652271993,0.3186945495703817
BHMBCCMKT01,2016-11-26 15:01:00,12.53,1,1751787993992,567,577,15,1,0.8833333333333334,0.9826689774696707,0.7357729906845754
BHMBCCTHL01,2016-11-28 09:28:00,12.79,1,1751787993992,223,387,9,28,0.5568627450980392,0.5762273901808785,0.7404211078811369
BHMEURBRD01,2016-10-11 12:03:00,12.73,1,1751787993992,456,470,12,3,0.7088235294117647,0.9702127659574468,0.7475366470661569
BHMMBMMBX01,2016-10-26 14:26:00,12.83,1,1751787993992,601,687,14,26,0.8490196078431372,0.8748180494905385,0.7816838204773926
BHMNCPHST01,2016-10-07 10:30:00,12.46,1,1751787993992,619,1200,10,30,0.6176470588235294,0.5158333333333334,0.38371348063151045
Broad Street,2016-10-28 15:29:00,12.46,1,1751787993992,552,690,15,29,0.9107843137254902,0.8,0.5713120470984259
BHMBCCTHL01,2016-10-13 12:31:00,12.85,1,1751787993992,342,387,12,31,0.7362745098039216,0.8837209302325582,0.8120710190568475
Others-CCCPS135a,2016-10-26 15:26:00,12.81,1,1751787993992,2558,3883,15,26,0.907843137254902,0.6587689930466134,0.6862446846128154
Others-CCCPS135a,2016-11-22 09:04:00,12.76,1,1751787993992,2237,3883,9,4,0.5333333333333333,0.5761009528714911,0.6311728187421533
BHMNCPNST01,2016-12-17 13:27:00,12.83,1,1751787993992,324,485,13,27,0.7911764705882353,0.668041237113402,0.6616259230780848
BHMNCPHST01,2016-10-23 13:59:00,12.55,1,1751787993992,280,1200,13,59,0.8225490196078431,0.23333333333333334,0.30852340698242187
Others-CCCPS135a,2016-11-04 12:33:00,12.82,1,1751787993992,2740,3883,12,33,0.7382352941176471,0.7056399690960597,0.6684063939191065
Others-CCCPS202,2016-11-10 09:00:00,12.42,1,1751787993992,888,2937,9,0,0.5294117647058824,0.3023493360572012,0.3634954964907591
BHMBCCMKT01,2016-10-28 11:29:00,12.51,1,1751787993992,230,577,11,29,0.6754901960784313,0.3986135181975737,0.5671932544410745
Others-CCCPS202,2016-10-11 12:30:00,12.56,1,1751787993992,1413,2937,12,30,0.7352941176470589,0.4811031664964249,0.422299331493592
Others-CCCPS98,2016-12-05 11:56:00,12.36,1,1751787993992,1048,3103,11,56,0.7019607843137255,0.337737673219465,0.32821611139492335
Others-CCCPS119a,2016-10-29 09:26:00,11.96,1,1751787993992,313,2803,9,26,0.5549019607843138,0.11166607206564395,0.17301348095232785
BHMNCPHST01,2016-10-19 08:25:00,12.38,1,1751787993992,314,1200,8,25,0.49509803921568624,0.26166666666666666,0.2850950368245443
Others-CCCPS98,2016-10-05 12:30:00,12.51,1,1751787993992,1278,3103,12,30,0.7352941176470589,0.41185949081534,0.3700378011051317
Shopping,2016-10-09 16:30:00,12.44,1,1751787993992,375,1920,16,30,0.9705882352941176,0.1953125,0.31718204931045574
Others-CCCPS202,2016-11-17 12:31:00,12.65,1,1751787993992,1421,2937,12,31,0.7362745098039216,0.4838270343888321,0.45306318294121206
BHMNCPHST01,2016-10-27 16:26:00,12.42,1,1751787993992,541,1200,16,26,0.9666666666666667,0.4508333333333333,0.3679641850789388
Broad Street,2016-10-13 13:57:00,12.6,1,1751787993992,602,690,13,57,0.8205882352941176,0.8724637681159421,0.721887907607184
Others-CCCPS119a,2016-10-27 13:32:00,12.21,1,1751787993992,1157,2803,13,32,0.796078431372549,0.41277202996789153,0.2928927554601097
Broad Street,2016-11-14 09:00:00,12.61,1,1751787993992,385,690,9,0,0.5294117647058824,0.5579710144927537,0.6399294610499688
Broad Street,2016-11-12 12:27:00,12.63,1,1751787993992,159,690,12,27,0.7323529411764705,0.23043478260869565,0.43518212182933225
Others-CCCPS135a,2016-10-23 15:26:00,12.72,1,1751787993992,900,3883,15,26,0.907843137254902,0.23177955189286634,0.45009297290598643
BHMBCCTHL01,2016-12-12 10:02:00,12.85,1,1751787993992,287,387,10,2,0.5901960784313726,0.7416020671834626,0.776836543120155
Others-CCCPS8,2016-10-09 11:04:00,12.47,1,1751787993992,455,1322,11,4,0.6509803921568628,0.3441754916792738,0.36453936716792446
BHMNCPNST01,2016-12-01 12:58:00,12.87,1,1751787993992,360,485,12,58,0.7627450980392156,0.7422680412371134,0.7019469821575991
BHMMBMMBX01,2016-11-24 14:57:00,12.85,1,1751787993992,585,687,14,57,0.8794117647058823,0.851528384279476,0.8166061023784343
Others-CCCPS8,2016-11-15 12:57:00,12.5,1,1751787993992,770,1322,12,57,0.7617647058823529,0.5824508320726173,0.47349509962027087
BHMBCCTHL01,2016-10-13 10:31:00,12.83,1,1751787993992,269,387,10,31,0.6186274509803922,0.6950904392764858,0.7359634911983204
Others-CCCPS119a,2016-10-07 14:03:00,12.1,1,1751787993992,494,2803,14,3,0.8264705882352942,0.17623974313235818,0.23456624929623393
BHMMBMMBX01,2016-11-09 09:34:00,12.84,1,1751787993992,450,687,9,34,0.5627450980392157,0.6550218340611353,0.7358139682197848
Others-CCCPS8,2016-11-02 08:30:00,12.39,1,1751787993992,366,1322,8,30,0.5,0.27685325264750377,0.3751741761338873
BHMNCPNST01,2016-11-09 16:34:00,12.83,1,1751787993992,313,485,16,34,0.9745098039215686,0.6453608247422681,0.6736539034499336
Others-CCCPS135a,2016-12-19 09:03:00,12.65,1,1751787993992,2174,3883,9,3,0.5323529411764706,0.5598763842389904,0.5049846785724884
BHMMBMMBX01,2016-10-09 14:30:00,12.8,1,1751787993992,355,687,14,30,0.8529411764705882,0.5167394468704513,0.6262767075451181
Others-CCCPS202,2016-10-04 08:25:00,12.45,1,1751787993992,665,2937,8,25,0.49509803921568624,0.22642151855635,0.339742350748781
BHMBCCTHL01,2016-10-10 11:30:00,12.8,1,1751787993992,247,387,11,30,0.6764705882352942,0.6382428940568475,0.6871031926275839
Broad Street,2016-11-12 09:00:00,12.34,1,1751787993992,86,690,9,0,0.5294117647058824,0.1246376811594203,0.2799099014943763
Others-CCCPS98,2016-11-29 13:02:00,12.59,1,1751787993992,1219,3103,13,2,0.7666666666666666,0.39284563325813726,0.38144171718163444
Others-CCCPS8,2016-10-28 16:02:00,12.46,1,1751787993992,687,1322,16,2,0.9431372549019609,0.5196671709531013,0.44742067354349435
Others-CCCPS98,2016-10-04 15:30:00,12.54,1,1751787993992,1127,3103,15,30,0.9117647058823529,0.3631969062197873,0.37231931170071086
BHMNCPHST01,2016-11-08 15:33:00,12.51,1,1751787993992,673,1200,15,33,0.9147058823529413,0.5608333333333333,0.46439875920613605
BHMMBMMBX01,2016-12-07 15:32:00,12.83,1,1751787993992,568,687,15,32,0.9137254901960784,0.826783114992722,0.7265299112689201
BHMBCCTHL01,2016-12-11 13:59:00,12.85,1,1751787993992,403,387,13,59,0.8225490196078431,1.041343669250646,0.8642234309391149
Shopping,2016-10-15 10:27:00,12.36,1,1751787993992,552,1920,10,27,0.6147058823529411,0.2875,0.30234102465522783
Others-CCCPS202,2016-12-15 11:26:00,12.43,1,1751787993992,1270,2937,11,26,0.6725490196078432,0.4324140279196459,0.38607818933421345
Others-CCCPS8,2016-10-23 13:26:00,12.61,1,1751787993992,792,1322,13,26,0.7901960784313725,0.5990922844175491,0.5232564789805217
Others-CCCPS119a,2016-10-30 15:00:00,12.23,1,1751787993992,1232,2803,15,0,0.8823529411764706,0.4395290759900107,0.3370476626431223
BHMMBMMBX01,2016-11-19 14:04:00,12.83,1,1751787993992,520,687,14,4,0.8274509803921568,0.7569141193595342,0.7417220153142272
Shopping,2016-10-06 08:30:00,12.32,1,1751787993992,772,1920,8,30,0.5,0.40208333333333335,0.3522121789942806
BHMBCCTHL01,2016-12-07 10:59:00,12.88,1,1751787993992,393,387,10,59,0.646078431372549,1.0155038759689923,0.9398636534540536
BHMEURBRD01,2016-10-27 10:25:00,12.76,1,1751787993992,370,470,10,25,0.6127450980392156,0.7872340425531915,0.7673853448096741
Others-CCCPS8,2016-11-02 11:30:00,12.6,1,1751787993992,680,1322,11,30,0.6764705882352942,0.5143721633888049,0.5188143211846633
Others-CCCPS105a,2016-11-16 12:00:00,12.78,1,1751787993992,1349,2009,12,0,0.7058823529411765,0.6714783474365356,0.6157520611289724
BHMMBMMBX01,2016-11-12 11:34:00,12.79,1,1751787993992,378,687,11,34,0.6803921568627451,0.5502183406113537,0.6459701779627904
Broad Street,2016-11-07 15:00:00,12.51,1,1751787993992,613,690,15,0,0.8823529411764706,0.8884057971014493,0.5841578492979128
Others-CCCPS119a,2016-10-07 08:03:00,12.01,1,1751787993992,189,2803,8,3,0.4735294117647059,0.06742775597574027,0.2022377093094313
Others-CCCPS8,2016-12-13 12:02:00,12.64,1,1751787993992,810,1322,12,2,0.707843137254902,0.6127080181543116,0.5657611696694875
Others-CCCPS119a,2016-12-05 09:02:00,11.99,1,1751787993992,313,2803,9,2,0.5313725490196078,0.11166607206564395,0.15695189068753762
Others-CCCPS8,2016-10-23 09:59:00,12.54,1,1751787993992,410,1322,9,59,0.5872549019607842,0.3101361573373676,0.43794866350342754
Broad Street,2016-11-26 12:01:00,12.56,1,1751787993992,183,690,12,1,0.7068627450980393,0.26521739130434785,0.42468762030113033
Others-CCCPS105a,2016-11-20 08:01:00,12.67,1,1751787993992,571,2009,8,1,0.47156862745098044,0.2842210054753609,0.44998653330216665
BHMNCPNST01,2016-12-06 16:29:00,12.75,1,1751787993992,207,485,16,29,0.969607843137255,0.4268041237113402,0.5502290135806369
Others-CCCPS119a,2016-12-06 12:56:00,12.2,1,1751787993992,649,2803,12,56,0.7607843137254902,0.23153763824473778,0.1942447644661377
Broad Street,2016-10-04 10:26:00,12.67,1,1751787993992,642,690,10,26,0.6137254901960785,0.9304347826086956,0.6775612014549129
Others-CCCPS135a,2016-10-07 13:30:00,12.73,1,1751787993992,2623,3883,13,30,0.7941176470588235,0.6755086273499872,0.5902466529612378
Others-CCCPS98,2016-11-24 12:00:00,12.61,1,1751787993992,1037,3103,12,0,0.7058823529411765,0.3341927167257493,0.35325601421323005
Shopping,2016-11-10 11:27:00,12.51,1,1751787993992,1402,1920,11,27,0.6735294117647058,0.7302083333333333,0.541210256163807
Others-CCCPS8,2016-11-28 09:02:00,12.45,1,1751787993992,443,1322,9,2,0.5313725490196078,0.3350983358547655,0.3865234996790965
Others-CCCPS135a,2016-12-15 16:30:00,12.76,1,1751787993992,2642,3883,16,30,0.9705882352941176,0.680401751223281,0.6353242020922594
Others-CCCPS8,2016-11-17 12:04:00,12.59,1,1751787993992,872,1322,12,4,0.7098039215686275,0.659606656580938,0.5230650781300172
Others-CCCPS119a,2016-10-31 13:00:00,12.3,1,1751787993992,484,2803,13,0,0.7647058823529411,0.17267213699607564,0.18345845073110667
Broad Street,2016-11-29 12:28:00,12.77,1,1751787993992,681,690,12,28,0.7333333333333334,0.9869565217391304,0.8322588615970217
BHMBCCMKT01,2016-11-02 11:56:00,12.4,1,1751787993992,169,577,11,56,0.7019607843137255,0.292894280762565,0.4300437676018197
Broad Street,2016-12-01 10:58:00,12.82,1,1751787993992,690,690,10,58,0.6450980392156863,1.0,0.9161294307985108
Others-CCCPS98,2016-11-23 11:31:00,12.51,1,1751787993992,1108,3103,11,31,0.6774509803921569,0.35707379954882373,0.35516490688102687
BHMBCCMKT01,2016-10-28 12:02:00,12.4,1,1751787993992,262,577,12,2,0.707843137254902,0.4540727902946274,0.4420582789482236
BHMMBMMBX01,2016-11-16 15:00:00,12.8,1,1751787993992,523,687,15,0,0.8823529411764706,0.7612809315866085,0.7036255547746995
Others-CCCPS119a,2016-11-11 15:00:00,12.15,1,1751787993992,517,2803,15,0,0.8823529411764706,0.18444523724580805,0.18395184398845738
BHMBCCTHL01,2016-11-15 11:30:00,12.88,1,1751787993992,322,387,11,30,0.6764705882352942,0.8320413436692506,0.8859524985616521
Others-CCCPS105a,2016-11-26 10:01:00,12.65,1,1751787993992,991,2009,10,1,0.5892156862745098,0.49328023892483824,0.4716333861135025
BHMNCPHST01,2016-12-10 08:29:00,12.25,1,1751787993992,153,1200,8,29,0.4990196078431372,0.1275,0.295949379603068
Shopping,2016-11-06 11:26:00,12.46,1,1751787993992,443,1920,11,26,0.6725490196078432,0.23072916666666668,0.38596971141523684
BHMMBMMBX01,2016-12-09 11:29:00,12.84,1,1751787993992,606,687,11,29,0.6754901960784313,0.8820960698689956,0.7928608123218475
BHMBCCMKT01,2016-11-21 08:04:00,12.02,1,1751787993992,26,577,8,4,0.4745098039215686,0.045060658578856154,0.24355946876353987
Others-CCCPS98,2016-11-20 09:27:00,12.39,1,1751787993992,485,3103,9,27,0.5558823529411764,0.15630035449564939,0.2557326306883381
Others-CCCPS202,2016-12-18 09:30:00,12.35,1,1751787993992,449,2937,9,30,0.5588235294117647,0.15287708546135512,0.2694776373977843
Others-CCCPS135a,2016-10-13 12:31:00,12.83,1,1751787993992,3222,3883,12,31,0.7362745098039216,0.8297707957764615,0.7325474989343604
Others-CCCPS105a,2016-12-17 07:59:00,12.46,1,1751787993992,642,2009,7,59,0.4696078431372549,0.31956197112991536,0.3955976786217089
BHMMBMMBX01,2016-10-27 09:32:00,12.83,1,1751787993992,476,687,9,32,0.5607843137254902,0.6928675400291121,0.7428641761754797
Others-CCCPS98,2016-11-26 15:01:00,12.43,1,1751787993992,1408,3103,15,1,0.8833333333333334,0.45375443119561715,0.35474353094197764
Others-CCCPS202,2016-12-13 14:56:00,12.38,1,1751787993992,1265,2937,14,56,0.8784313725490196,0.4307116104868914,0.3500946239423378
Others-CCCPS105a,2016-12-08 10:59:00,12.54,1,1751787993992,1387,2009,10,59,0.646078431372549,0.6903932304629169,0.5429954545423129
Others-CCCPS119a,2016-11-06 13:26:00,12.33,1,1751787993992,427,2803,13,26,0.7901960784313725,0.15233678201926507,0.16814431300386123
Broad Street,2016-12-13 13:55:00,12.86,1,1751787993992,653,690,13,55,0.8186274509803921,0.946376811594203,0.9312531211963568
BHMNCPHST01,2016-11-22 13:31:00,12.45,1,1751787993992,806,1200,13,31,0.7950980392156863,0.6716666666666666,0.4838080231348673
Others-CCCPS135a,2016-10-15 13:01:00,12.83,1,1751787993992,1365,3883,13,1,0.765686274509804,0.3515323203708473,0.5420399096526038
Others-CCCPS202,2016-10-14 08:01:00,12.21,1,1751787993992,528,2937,8,1,0.47156862745098044,0.1797752808988764,0.2649349524206071
Others-CCCPS98,2016-11-29 10:01:00,12.33,1,1751787993992,957,3103,10,1,0.5892156862745098,0.308411214953271,0.33157737294762435
Others-CCCPS119a,2016-11-02 08:30:00,12.03,1,1751787993992,234,2803,8,30,0.5,0.08348198358901178,0.1258131482964365
Others-CCCPS8,2016-10-06 10:57:00,12.68,1,1751787993992,724,1322,10,57,0.6441176470588235,0.5476550680786687,0.535360073104343
Shopping,2016-12-06 16:29:00,12.52,1,1751787993992,1129,1920,16,29,0.969607843137255,0.5880208333333333,0.4869952723742851
Others-CCCPS98,2016-12-16 11:56:00,12.25,1,1751787993992,918,3103,11,56,0.7019607843137255,0.2958427328391879,0.31371005289340614
Others-CCCPS119a,2016-11-27 10:32:00,11.99,1,1751787993992,364,2803,10,32,0.6196078431372549,0.12986086336068497,0.12783700582856072
Others-CCCPS202,2016-11-12 14:00:00,12.19,1,1751787993992,851,2937,14,0,0.8235294117647058,0.28975144705481787,0.2773431997377125
Others-CCCPS119a,2016-10-24 12:56:00,12.17,1,1751787993992,581,2803,12,56,0.7607843137254902,0.20727791651801641,0.16755746117328857
BHMBCCTHL01,2016-10-26 14:26:00,12.89,1,1751787993992,345,387,14,26,0.8490196078431372,0.8914728682170543,0.8887126833893533
BHMMBMMBX01,2016-11-13 10:00:00,12.74,1,1751787993992,211,687,10,0,0.5882352941176471,0.3071324599708879,0.5249983180731839
BHMBCCMKT01,2016-12-05 15:29:00,12.12,1,1751787993992,142,577,15,29,0.9107843137254902,0.24610051993067592,0.2448299943471079
Others-CCCPS105a,2016-12-02 11:01:00,12.61,1,1751787993992,1316,2009,11,1,0.6480392156862745,0.6550522648083623,0.5990238596753377
Shopping,2016-11-21 14:04:00,12.61,1,1751787993992,1451,1920,14,4,0.8274509803921568,0.7557291666666667,0.6213622195204759
BHMMBMMBX01,2016-11-10 15:00:00,12.78,1,1751787993992,465,687,15,0,0.8823529411764706,0.6768558951965066,0.6009271066348452
Others-CCCPS202,2016-11-24 14:30:00,12.28,1,1751787993992,1333,2937,14,30,0.8529411764705882,0.45386448757235276,0.3656038436550326
Others-CCCPS98,2016-10-31 10:26:00,12.26,1,1751787993992,1034,3103,10,26,0.6137254901960785,0.33322591040928135,0.3234679816513437
Others-CCCPS98,2016-12-07 09:26:00,12.2,1,1751787993992,760,3103,9,26,0.5549019607843138,0.24492426683854335,0.28419612424494356
Shopping,2016-11-15 08:30:00,12.55,1,1751787993992,780,1920,8,30,0.5,0.40625,0.513806109760238
Others-CCCPS8,2016-11-27 09:02:00,12.6,1,1751787993992,435,1322,9,2,0.5313725490196078,0.3290468986384266,0.4322034858713848
BHMMBMMBX01,2016-10-22 07:59:00,12.65,1,1751787993992,251,687,7,59,0.4696078431372549,0.3653566229985444,0.48314186481669474
Others-CCCPS8,2016-11-05 12:06:00,12.67,1,1751787993992,615,1322,12,6,0.711764705882353,0.46520423600605143,0.4487038609387181
Others-CCCPS98,2016-12-12 14:29:00,12.24,1,1751787993992,1080,3103,14,29,0.8519607843137255,0.34805027392845633,0.31612319908669995
BHMMBMMBX01,2016-10-28 11:29:00,12.7,1,1751787993992,525,687,11,29,0.6754901960784313,0.7641921397379913,0.623667002277343
Others-CCCPS135a,2016-10-16 16:31:00,12.69,1,1751787993992,778,3883,16,31,0.9715686274509804,0.20036054596961111,0.3712002278111075
BHMMBMMBX01,2016-12-14 08:43:00,12.65,1,1751787993992,337,687,8,43,0.5127450980392156,0.49053857350800584,0.5571027878926744
